"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EML1","EML1",2.20916128182493,6.08315626383889,11.0688689359493,1.15484897744074e-19,1.15299367217399e-17,34.1902889221104
"CDCA7","CDCA7",-3.46324507980969,5.94317122366337,-11.0688306884249,1.15508382385525e-19,1.15299367217399e-17,34.190088060473
"TMEM177","TMEM177",-1.74863224149622,5.2395577703944,-11.0595250415265,1.21366660065569e-19,1.20572887596893e-17,34.1412170488948
"LINC00467","LINC00467",-1.79193401969411,7.30765205572874,-11.0527881464781,1.25792566636518e-19,1.24380367067674e-17,34.1058349628501
"KCNJ8","KCNJ8",2.00687294338838,7.3345155409156,11.0497652392668,1.27830679805756e-19,1.2580219296189e-17,34.0899582767994
"SEMA3G","SEMA3G",3.13162036717563,6.99188577949721,11.0392125872197,1.35208150214497e-19,1.32217259343803e-17,34.0345324295031
"RNF182","RNF182",2.59601714952978,5.36448408849558,11.0386535167715,1.35610680082614e-19,1.32217259343803e-17,34.0315959295051
"TMED9","TMED9",-0.85610522405846,9.87421663251337,-11.0377541363842,1.36260751256323e-19,1.32236012399771e-17,34.0268719441352
"LAMC3","LAMC3",2.06749372924178,5.66922931758177,11.0231730498997,1.47245966053103e-19,1.4223824610162e-17,33.9502818638719
"TXNDC17","TXNDC17",-1.38915392971214,11.3789106223505,-11.0197947838424,1.49915083078041e-19,1.44152292269812e-17,33.9325360221292
"STARD8","STARD8",2.09082943308672,6.68950589233707,11.0183893821609,1.51039684730258e-19,1.44570496407108e-17,33.9251534359063
"S100A4","S100A4",1.28759339018517,13.7253661369922,11.0149619862875,1.53817821973944e-19,1.46560417464446e-17,33.9071490768753
"ABLIM3","ABLIM3",2.15894765973395,7.73973174022687,11.0028535986922,1.64048464096517e-19,1.5560108164666e-17,33.8435403488021
"COL6A6","COL6A6",3.49850873197492,7.92422092920354,11.0005022417245,1.66112785762928e-19,1.56849379061373e-17,33.8311875707866
"RMI2","RMI2",-2.47251889165391,5.09682763655581,-10.9898777323799,1.75769347055708e-19,1.65223186232366e-17,33.7753702700352
"MTA3","MTA3",-1.15730853966807,6.56882888460281,-10.9834157694943,1.81915361694833e-19,1.70237045171745e-17,33.7414200583357
"AGTPBP1","AGTPBP1",1.67154727638458,4.71828255647431,10.9662923856111,1.99261926793618e-19,1.8564126708657e-17,33.6514512214558
"KRTCAP2","KRTCAP2",-0.764096150173594,12.2948385737421,-10.9224717407802,2.51573359066099e-19,2.33339856316087e-17,33.4211786888594
"EMCN","EMCN",3.5106934000389,7.63469907186743,10.9204463868342,2.54298846390459e-19,2.34828740882678e-17,33.4105346026249
"MCEMP1","MCEMP1",4.07693965987461,9.10075940707965,10.9147185392589,2.6216775113329e-19,2.41033350844563e-17,33.3804318559262
"ATP2A2","ATP2A2",-1.04296895021711,11.3422904726571,-10.9076523650129,2.7221181939386e-19,2.49174854066991e-17,33.3432945143303
"LYSMD4","LYSMD4",0.940667271269655,9.73057791933272,10.9027224347419,2.79446581374948e-19,2.54685184294855e-17,33.3173838718428
"MBNL1-AS1","MBNL1-AS1",2.02162706489028,4.81216903539823,10.9007471353651,2.82399086614575e-19,2.56261889766871e-17,33.3070019783475
"TOX2","TOX2",2.40486962511582,7.74590362478292,10.8979943315677,2.86565882347252e-19,2.58922156282892e-17,33.2925334904721
"DAB2IP","DAB2IP",1.27008157833299,7.98690875105439,10.8842171333686,3.08362850181954e-19,2.77420689507044e-17,33.220119339205
"MRM2","MRM2",-1.0296430997488,10.071108455826,-10.8815670995891,3.12741991956013e-19,2.80158018606066e-17,33.2061900703414
"SLC1A4","SLC1A4",-1.44886816635705,8.15524121780043,-10.8652462600183,3.41118012593648e-19,3.04277267233534e-17,33.1204002748362
"ALKAL2","ALKAL2",3.85781811316615,6.68091517699115,10.8547546816782,3.60705415614186e-19,3.20385886529854e-17,33.0652488901389
"DENND2A","DENND2A",1.56063966691747,5.72612597093519,10.8503315467234,3.69296903177722e-19,3.26632982464617e-17,33.0419970143844
"GORASP2","GORASP2",-0.716776017071289,10.5453374340949,-10.8448521608174,3.80224576798821e-19,3.34885192388945e-17,33.0131920278651
"KLF2","KLF2",2.16334825594877,11.3412978059862,10.8436765799353,3.82610905097991e-19,3.35576978772556e-17,33.0070119545937
"PRDX4","PRDX4",-1.25062754911519,11.9612370533518,-10.841580137453,3.86903761263276e-19,3.37928193483367e-17,32.9959908110187
"AOC3","AOC3",2.36049782795489,11.4275447110519,10.8117977501395,4.53361468471168e-19,3.92920865776945e-17,32.8394138367498
"DAPK2","DAPK2",1.45521958409859,6.93059536290881,10.811692570438,4.53615349289288e-19,3.92920865776945e-17,32.8388608396175
"CD36","CD36",3.28451968625211,10.0026625499364,10.8049847193458,4.70103975926918e-19,4.05527553225517e-17,32.8035929601841
"GKN2","GKN2",4.96240918840125,8.23667597345133,10.8012678705735,4.79497257949648e-19,4.10274029248961e-17,32.7840505379457
"EIF1","EIF1",0.816086226686391,13.6876043988044,10.8012586711659,4.79520738316933e-19,4.10274029248961e-17,32.7840021690648
"EMP2","EMP2",2.13449564351538,12.4999327046467,10.7868379216445,5.1777941188668e-19,4.41206993169455e-17,32.7081785976817
"ZWINT","ZWINT",-2.30201013056798,7.5497061094199,-10.7844145011654,5.24502208860857e-19,4.45126125592765e-17,32.6954360304843
"HYAL2","HYAL2",1.45822489686472,10.375064079544,10.7596362187229,5.98457360772245e-19,5.05841257923702e-17,32.5651440624438
"ABLIM1","ABLIM1",1.48250788668729,11.2666172350902,10.7522244622537,6.22543430450349e-19,5.24086561811254e-17,32.5261688460499
"COX7A1","COX7A1",1.89729248744661,9.86014954671924,10.7438578629974,6.50899949553479e-19,5.45766589701601e-17,32.4821715251096
"PGM5-AS1","PGM5-AS1",1.99824286677116,5.04846469026549,10.7342932540289,6.84903493961004e-19,5.71989921928708e-17,32.4318729805432
"RCC1","RCC1",-1.94616723831194,7.26639511765905,-10.7302802171067,6.99694495677177e-19,5.82023651523214e-17,32.4107687536191
"LRRC32","LRRC32",2.56640117281362,8.83580653383997,10.7245243798304,7.21468690311202e-19,5.97763900644404e-17,32.3804988871772
"HSPB2","HSPB2",1.70863339993182,6.26022847733862,10.7021419009234,8.12781622498314e-19,6.70768833496443e-17,32.2627854488592
"CD93","CD93",2.67378249880533,8.24132044727262,10.7004432321127,8.20166348564658e-19,6.73412111112241e-17,32.2538515774198
"NR4A1","NR4A1",2.51457085963097,9.82002806700012,10.6994258484699,8.24621387159616e-19,6.73412111112241e-17,32.2485007964481
"CCDC141","CCDC141",2.26287328967758,3.75797474465315,10.6985040987928,8.28678553902848e-19,6.73412111112241e-17,32.2436529769743
"ACKR4","ACKR4",3.12189162399459,6.24995521155771,10.698468719742,8.28834675445846e-19,6.73412111112241e-17,32.2434669053605
"NES","NES",2.0382564467915,9.02509868124403,10.6884942532546,8.74044948296453e-19,7.07205731095438e-17,32.1910068414087
"RAI2","RAI2",1.77510692321859,8.61529958008721,10.6878228499581,8.77175317645329e-19,7.07205731095438e-17,32.1874755947059
"FMO2","FMO2",3.35131667936242,9.41738595017071,10.6853161644436,8.88961997987641e-19,7.12062431052457e-17,32.1742916296796
"FIBIN","FIBIN",2.60279040551313,9.55031647396172,10.6850984595711,8.89993115808338e-19,7.12062431052457e-17,32.1731466027354
"CANX","CANX",-0.63186520036671,12.4125006524157,-10.6838392496474,8.95980644841382e-19,7.14127234873196e-17,32.1665237296659
"SECISBP2L","SECISBP2L",1.15999461908648,9.90765387738649,10.6698149995988,9.65452680224985e-19,7.66584056169551e-17,32.092761265689
"PAK6","PAK6",-2.11859331778076,5.67678438972773,-10.6690806602823,9.6923536375287e-19,7.66683460188214e-17,32.0888988446158
"OR7E47P","OR7E47P",2.51976190615519,6.98478801909836,10.6569003121472,1.03418540470841e-18,8.14984753890888e-17,32.0248327130099
"HBEGF","HBEGF",2.66870436755228,9.77266365108582,10.6527207387434,1.05746153695766e-18,8.30206319764289e-17,32.0028486412765
"TPBG","TPBG",-1.68783379381023,9.87137796576382,-10.6471339710328,1.08939492667121e-18,8.52085688540371e-17,31.9734626019328
"TMEM178A","TMEM178A",2.73482553909401,6.99502612882435,10.6434120942774,1.11120245801084e-18,8.65911744417222e-17,31.9538855895887
"FLI1","FLI1",1.67082573805879,9.80919920609276,10.6425888552244,1.11608472923948e-18,8.66495114604373e-17,31.9495553461983
"XPR1","XPR1",-1.70461577800936,9.1662063124716,-10.6403916759611,1.12922056927108e-18,8.73458360629538e-17,31.937998133793
"ABCA6","ABCA6",2.53401812175415,6.60935732774518,10.6357834731726,1.15727525820624e-18,8.91867792739678e-17,31.9137587267054
"COMP","COMP",-3.70163652498982,4.72196562543416,-10.6230955866342,1.23817455033439e-18,9.50718495388625e-17,31.8470186636704
"PAICS","PAICS",-1.37175050056041,9.85629083708,-10.5991791741847,1.40636845805076e-18,1.07592319772482e-16,31.7212110213092
"CTNNAL1","CTNNAL1",1.58002368779684,10.1105644966527,10.570746131482,1.6363128845736e-18,1.24728693405207e-16,31.5716385536916
"DLC1","DLC1",2.21971196174765,11.597855767802,10.5650447341455,1.68676428691661e-18,1.28108525298355e-16,31.5416455721971
"ABHD6","ABHD6",1.44919087368943,7.61208668330586,10.5619816144342,1.71450923389067e-18,1.29745641013777e-16,31.5255315240182
"PTGFRN","PTGFRN",-1.67545467103096,9.48334199389586,-10.5564107833518,1.76614371999935e-18,1.33172318915923e-16,31.4962250939712
"HLA-E","HLA-E",1.02051849636927,13.4512495267532,10.555542851561,1.7743272195995e-18,1.33309846513422e-16,31.4916591544491
"PPP1R15A","PPP1R15A",2.3549611651018,8.88315891855854,10.5472908218911,1.85405321189519e-18,1.38450777307386e-16,31.4482473777104
"SLC7A5P1","SLC7A5P1",3.04199996461352,6.53503951215068,10.5465045733392,1.86183395254845e-18,1.38450777307386e-16,31.4441111086532
"FAM162B","FAM162B",2.30894666918568,8.50384145305028,10.5464307172409,1.8625665108617e-18,1.38450777307386e-16,31.4437225688804
"HMBS","HMBS",-1.31029740360532,7.30448758507819,-10.5372544338974,1.9558634918604e-18,1.44872121965999e-16,31.3954480435472
"DPAGT1","DPAGT1",-0.985583489167957,8.03234069726863,-10.5329271210363,2.00146802648657e-18,1.47728073138069e-16,31.3726827947128
"SHROOM4","SHROOM4",2.13934368025078,3.77960038938053,10.5314286245531,2.0175070154302e-18,1.48389410727887e-16,31.3647994406639
"DOK6","DOK6",1.87355887272727,5.26003681415929,10.5296824197799,2.0363595913966e-18,1.49252341800194e-16,31.3556129185431
"DPYSL2","DPYSL2",1.15706996644492,13.2929447472959,10.5105436229908,2.25490360578336e-18,1.64694388099062e-16,31.25492567244
"PVT1","PVT1",-1.77897385371291,6.30158154968293,-10.4842364248835,2.59409358485198e-18,1.888103809919e-16,31.1165239688722
"GMNN","GMNN",-1.32702837398604,8.85356789434771,-10.4794063849546,2.66170161891145e-18,1.93060862753017e-16,31.0911129945236
"FGFBP2","FGFBP2",3.51592769100101,5.19190843642111,10.4718549308048,2.77095112461576e-18,2.0029199129033e-16,31.0513844770643
"SLC22A18","SLC22A18",-1.98408690454121,8.58852078590261,-10.4675524557852,2.83519046503925e-18,2.04231142708429e-16,31.0287489237145
"GYPC","GYPC",1.35836437898431,10.2701615528948,10.4616744531711,2.92536798552975e-18,2.10005355180393e-16,30.9978243828031
"GORAB","GORAB",-1.01356699399766,8.13307856509353,-10.4425165244834,3.23967281048208e-18,2.31103066941758e-16,30.8970330165545
"P3H4","P3H4",-1.64023933362061,7.03221957966834,-10.4424217864467,3.24130816147681e-18,2.31103066941758e-16,30.8965345915434
"HMGB3P1","HMGB3P1",-2.3173317339385,4.9948522873096,-10.4359451190186,3.35508709139208e-18,2.38404527490715e-16,30.8624602747318
"ITM2A","ITM2A",2.0316646447159,10.830769252349,10.4349153268248,3.37354245663202e-18,2.38906070864596e-16,30.8570424463279
"SLC39A11","SLC39A11",-1.43210948845586,8.75921484705657,-10.4332138492194,3.40425811790907e-18,2.40269557803401e-16,30.8480908208555
"SFXN1","SFXN1",-1.43864042744289,7.35756792943269,-10.4261866768293,3.53410625500869e-18,2.48597098380846e-16,30.8111202406691
"SLC25A25","SLC25A25",1.76059481804335,8.20657219501778,10.4087703374169,3.87767940046218e-18,2.71852560509994e-16,30.7194914235131
"SPAG4","SPAG4",-2.73070639151719,5.87905942726144,-10.406243151319,3.93023487009116e-18,2.73856221486928e-16,30.706195708948
"LAD1","LAD1",-2.26428359153683,6.74891120285052,-10.406140325427,3.93238825816073e-18,2.73856221486928e-16,30.7056547344274
"LAMP3","LAMP3",2.31421028257426,12.4502977472278,10.4040994830775,3.97537269046614e-18,2.75932987872686e-16,30.6949177167768
"TGFBR3","TGFBR3",2.94823692983794,9.51013202853539,10.3951671920841,4.16910276394583e-18,2.88424858540702e-16,30.6479243679184
"TRAF4","TRAF4",-1.20666074164919,7.69852100020436,-10.3876480566239,4.3394836286933e-18,2.99224525739043e-16,30.6083658314027
"SYVN1","SYVN1",-0.797059564343433,8.41522140118242,-10.3860626870871,4.37628698960265e-18,3.00772878282133e-16,30.6000251405288
"CAVIN2","CAVIN2",3.67501885708508,8.71059648339471,10.3851105194546,4.39854082586218e-18,3.0083809515943e-16,30.5950157522786
"PDIA4","PDIA4",-1.72051889490974,8.75471882823081,-10.3847950390174,4.40593909044676e-18,3.0083809515943e-16,30.5933559987859
"HMGB3","HMGB3",-2.59849041329973,8.36511291878253,-10.3825187766755,4.4596893255579e-18,3.03519505332288e-16,30.5813805108869
"INMT","INMT",3.29972511534647,10.5047958219967,10.37484467507,4.64577943082087e-18,3.14731288154191e-16,30.5410069179627
"ITPRID2","ITPRID2",1.20485984100783,10.5931734406075,10.3744944213124,4.65445564964218e-18,3.14731288154191e-16,30.5391642301821
"CREB3L4","CREB3L4",-1.82368281040935,6.68626967971173,-10.3490761851637,5.32934368693942e-18,3.59208046191718e-16,30.405439765361
"SLC35B2","SLC35B2",-1.08762618505336,9.05804136869627,-10.3483951560035,5.34871279799551e-18,3.59358069460199e-16,30.4018569275633
"C1orf115","C1orf115",1.86650598371489,9.24083926336264,10.3394173984722,5.61072716254465e-18,3.74895403046846e-16,30.3546258789373
"GABARAPL1","GABARAPL1",1.564157905195,8.77904878267958,10.3392497304758,5.61574070015789e-18,3.74895403046846e-16,30.3537437984887
"FHL1","FHL1",3.98312259081705,8.28509375927027,10.3347971746796,5.7505306970964e-18,3.82674998325507e-16,30.3303195054763
"VGLL3","VGLL3",2.61427459186219,7.31427106858119,10.3187745517585,6.26290340272614e-18,4.15452471923878e-16,30.2460274878688
"PPP3CC","PPP3CC",0.99178655216529,7.74235715139452,10.3050283622911,6.73871050913894e-18,4.4560520407751e-16,30.1737125165326
"GINS1","GINS1",-3.0759039407573,5.46137549125801,-10.303622541513,6.78936374328062e-18,4.47542901844806e-16,30.1663169408869
"CLDN18","CLDN18",4.89730619081605,10.4107246209546,10.2997360391599,6.9313884277715e-18,4.55472615118954e-16,30.1458713560041
"BMP6","BMP6",2.62054636971777,6.05538868096525,10.2935696534756,7.16284744194598e-18,4.69211275243974e-16,30.1134322776734
"RCCD1","RCCD1",-1.24048808212003,6.68426350981231,-10.2788349499128,7.74770427490921e-18,5.05941984456844e-16,30.0359195404876
"BNIP2","BNIP2",0.949606655790034,9.54035302749395,10.2735234393248,7.97004185788929e-18,5.18844774612035e-16,30.0079784437415
"NLRC4","NLRC4",1.73416291383036,4.92733038567974,10.2649292539298,8.34338194691662e-18,5.41467406722186e-16,29.9627693833371
"NEK2","NEK2",-3.21701733964731,4.5319711082632,-10.2507149718373,8.99962914893676e-18,5.82253784629668e-16,29.8879976181382
"DES","DES",2.73698258862239,6.85094804731342,10.2450562481054,9.2750236622598e-18,5.98224756948584e-16,29.8582313926025
"GPT2","GPT2",-2.10566803090924,4.39490453178763,-10.2253311386301,1.03025491782596e-17,6.62460232744413e-16,29.7544750890575
"MAL","MAL",2.13419952901094,8.21674615685894,10.2194034810048,1.06330236592304e-17,6.81619088516167e-16,29.7232957226376
"FCGBP","FCGBP",-2.99450557621317,6.92414622265773,-10.2150740529874,1.08810724991472e-17,6.95393419899764e-16,29.7005232536219
"GBP4","GBP4",2.00058212633229,8.0783913539823,10.2082698366788,1.12826529136803e-17,7.18866171357348e-16,29.6647340032902
"GIMAP7","GIMAP7",1.86107720216754,10.2487517288163,10.20569116019,1.14386871892755e-17,7.26599275338162e-16,29.6511706537655
"ALDOA","ALDOA",-0.823523911803462,13.2568079715705,-10.2030580187405,1.1600243388774e-17,7.34635353218974e-16,29.6373209082065
"PSMB2","PSMB2",-0.925623734641142,10.9685599726123,-10.1998571956083,1.17997045073213e-17,7.4501628277852e-16,29.6204853910392
"GNLY","GNLY",3.37142917096784,6.44634805751178,10.1972482952204,1.19648130899159e-17,7.5317240838083e-16,29.6067633271202
"APOL3","APOL3",1.46248538913065,8.89575740205862,10.1954906632507,1.20773478877544e-17,7.57980138991339e-16,29.5975187356849
"HMMR","HMMR",-3.20315591984975,4.92847188377697,-10.1941598166655,1.21632605406103e-17,7.61093335678424e-16,29.5905189260108
"PDIA6","PDIA6",-0.856579735647994,11.1871860908333,-10.1894347789299,1.24732498750964e-17,7.78167452029077e-16,29.5656669766146
"SLC39A7","SLC39A7",-1.37925553987536,7.84473279315019,-10.1787074685142,1.32066576177171e-17,8.2147761715901e-16,29.5092463329912
"MCRIP2","MCRIP2",-1.18948265601092,8.34741346078622,-10.1535171521274,1.5102837914372e-17,9.36644048405519e-16,29.3767630237243
"METTL7B","METTL7B",-2.96041737783973,4.50242807463017,-10.1403722906587,1.61980101716575e-17,1.00160085315128e-15,29.3076338743175
"SEC24D","SEC24D",-1.07085675290752,9.33291351245862,-10.1387584935228,1.6337823602689e-17,1.00727487752814e-15,29.2991470521388
"UGGT1","UGGT1",-1.27513439312355,7.56227521638646,-10.1340235239603,1.67550446434412e-17,1.02996846280298e-15,29.2742464771997
"ELMO1","ELMO1",1.45808643951488,7.43728867224183,10.1276100705385,1.73371980137304e-17,1.06263843498192e-15,29.2405195297817
"FXYD1","FXYD1",3.09500603221316,7.12912016722952,10.1142631737916,1.86143334331681e-17,1.13759083797688e-15,29.1703332116402
"LINC00312","LINC00312",2.54647688140703,7.51651325805249,10.1071744596832,1.93304424097207e-17,1.17792073776908e-15,29.1330575088118
"DOCK11","DOCK11",1.09315184904939,9.73929377215383,10.0961353248402,2.05008458801972e-17,1.24561951113245e-15,29.0750103766651
"TRPV2","TRPV2",1.50305445619519,8.18590262516773,10.0901443039127,2.11654149342277e-17,1.2822815833852e-15,29.0435086487832
"PLCXD3","PLCXD3",2.56851459749216,4.40108240707965,10.0822108286196,2.20787064035782e-17,1.33375747444325e-15,29.0017941735447
"DNAJB4","DNAJB4",1.54905587995785,9.90766696892041,10.078635306871,2.25030918111867e-17,1.35548796133935e-15,28.9829943345403
"CCDC102B","CCDC102B",1.92956182706591,8.1003982109694,10.0760483933546,2.28152117394509e-17,1.37035091255693e-15,28.9693926736417
"STX11","STX11",2.52714346989246,5.3133067843611,10.0647300545131,2.42324857949116e-17,1.4513181920941e-15,28.9098837633255
"THSD1","THSD1",1.78373091212792,7.59778231949753,10.0630879055692,2.44452980296283e-17,1.45989269885205e-15,28.9012499689404
"BZW2","BZW2",-1.26140439726123,11.0288010266274,-10.0486374629563,2.64003874884165e-17,1.57217307537553e-15,28.8252773024311
"CCNB2","CCNB2",-2.72436470939795,6.04572443781154,-10.0356557629816,2.82896580269425e-17,1.67990881461974e-15,28.7570300563256
