"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","diffexpressed","delabel"
"ULBP1","ULBP1",0.243616302785557,3.90157882509605,3.72667217896443,0.000482240542599027,0.00124326063333192,-1.00645024137134,"NO",NA
"DPH6-DT","DPH6-DT",0.317060119026618,3.80669811673006,3.72612583456124,0.000483063098248812,0.00124522799889464,-1.00807520475206,"NO",NA
"FBP2","FBP2",0.376559857300618,4.70168829173383,3.72608489574747,0.000483124788385159,0.00124523378150657,-1.00819696140804,"NO",NA
"C3orf49","C3orf49",0.225774719085063,4.23682638198211,3.72476013064283,0.000485125144213128,0.00125023577704631,-1.01213654835012,"NO",NA
"LOC101929172","LOC101929172",0.287346961512121,4.41345374118228,3.72446263556382,0.000485575444436369,0.00125124232188567,-1.01302112883388,"NO",NA
"ZNF79","ZNF79",-0.272350381451406,5.20750957178728,-3.72433306104668,0.000485771698872023,0.00125159406842217,-1.01340639678378,"NO",NA
"LINC00621","LINC00621",-0.592745653524477,8.80310973719291,-3.723876523114,0.000486463780993931,0.00125322307471158,-1.01476377396386,"NO",NA
"KASH5","KASH5",0.28895981131714,3.99617069949224,3.723600405206,0.000486882817023506,0.00125414834827735,-1.01558468054321,"NO",NA
"RPS19","RPS19",-0.368820136467069,6.37712806975092,-3.72333202711834,0.000487290439026401,0.00125504399683831,-1.01638254293495,"NO",NA
"ZNF239","ZNF239",-0.390120620289208,5.90975291756594,-3.72300608694985,0.000487785928671501,0.00125616570541946,-1.01735148750667,"NO",NA
"TNNT3","TNNT3",0.289537052080891,6.40945494294562,3.72285705932548,0.000488012639380702,0.00125659505311709,-1.01779449587185,"NO",NA
"LOC91548","LOC91548",0.211718908685509,7.80243893039579,3.72240384114298,0.000488702726395282,0.00125821730700614,-1.01914169660117,"NO",NA
"RALBP1","RALBP1",0.371972247155093,8.76987100387104,3.72212809536601,0.000489123045299395,0.0012591447007357,-1.01996131074314,"NO",NA
"CFAP92","CFAP92",0.226655030395925,4.50737939100088,3.72199159464188,0.000489331241494065,0.00125952586822022,-1.02036702635653,"NO",NA
"SNHG27","SNHG27",-0.180363589948363,3.39429204483129,-3.72182835936862,0.000489580325901369,0.00126001217430347,-1.02085219277889,"NO",NA
"AADAT","AADAT",0.318412020739916,5.68538755842245,3.72177076222735,0.000489668243718723,0.00126008362422311,-1.02102337957216,"NO",NA
"SNAP25","SNAP25",-0.391114561325952,3.43662626935577,-3.72088598426331,0.000491020697645928,0.00126340874015345,-1.02365287276424,"NO",NA
"ZNF598","ZNF598",-0.284400295656854,6.45867487076121,-3.71813013024467,0.00049525624638126,0.00127415040443973,-1.03184076075723,"NO",NA
"HDDC2","HDDC2",0.360086672489259,9.91455750554116,3.71798757380218,0.000495476296156392,0.00127455998717769,-1.03226421381563,"NO",NA
"MAMDC2-AS1","MAMDC2-AS1",0.193731031191093,2.93865225710691,3.71783772507476,0.000495707703404376,0.00127499868163206,-1.03270931798925,"NO",NA
"LINC00113","LINC00113",1.06500328011414,4.76738973938115,3.71758198392963,0.000496102876888827,0.00127585843611912,-1.03346893659549,"UP","LINC00113"
"ASCL5","ASCL5",0.188249707607324,4.29541645218944,3.71729565059851,0.000496545680312603,0.00127684045734202,-1.0343193864079,"NO",NA
"PARL","PARL",-0.255120925652095,9.11442697248576,-3.71645611448982,0.000497846177197086,0.00128002747928653,-1.0368127082639,"NO",NA
"ZNF18","ZNF18",-0.291964022487759,6.56889232684418,-3.71582337597302,0.000498828489729931,0.00128239572586805,-1.03869165194302,"NO",NA
"LTN1","LTN1",-0.389786780151473,8.4131593954385,-3.71534720334045,0.000499568963095193,0.00128414174376672,-1.04010554526759,"NO",NA
"TMEM255B","TMEM255B",-0.425860074653963,6.00519357363331,-3.71490602113253,0.00050025596550844,0.00128574990300678,-1.04141544892662,"NO",NA
"CD2BP2-DT","CD2BP2-DT",-0.315581636058944,4.01984604309666,-3.71437990359955,0.000501076412809607,0.00128770060349931,-1.04297741502892,"NO",NA
"LHFPL1","LHFPL1",0.150454366290762,3.21064063323935,3.71420442203278,0.000501350352261779,0.00128824654426245,-1.04349836585224,"NO",NA
"USP20","USP20",0.304565640277895,6.67966051957813,3.71404899237622,0.000501593109201753,0.00128871223579653,-1.04395977688854,"NO",NA
"AMOT","AMOT",0.260246239812364,3.88054448140998,3.7138834163144,0.000501851837286162,0.00128921884175046,-1.04445129648438,"NO",NA
"LINC00311","LINC00311",0.25311834280725,3.91424672003726,3.71361330043076,0.000502274193420769,0.00129014561981421,-1.04525311992303,"NO",NA
"NR2F2","NR2F2",0.628693587040055,7.2123578806743,3.71342648128816,0.000502566505307529,0.00129073817884708,-1.04580766214544,"UP","NR2F2"
"FAM181B","FAM181B",0.312395079045147,4.53468989914027,3.71305414491881,0.00050314957880114,0.00129207726212425,-1.04691283416091,"NO",NA
"OSBP2","OSBP2",0.145665872471415,3.35679947247373,3.71191202604517,0.000504942171683151,0.00129652165607342,-1.05030248314405,"NO",NA
"BMP15","BMP15",0.221908242086426,3.84102552602767,3.71181042021568,0.000505101941756356,0.00129677293466974,-1.05060400593622,"NO",NA
"LINC00615","LINC00615",0.151287824235817,3.08347671378144,3.71014400843395,0.000507729220271552,0.00130326286877255,-1.05554852727888,"NO",NA
"SPTLC2","SPTLC2",-0.344556462707805,7.74730333807152,-3.71012817264319,0.000507754249871237,0.00130326286877255,-1.05559550857131,"NO",NA
"LOC100289495","LOC100289495",0.34680547127031,5.23400506118903,3.70962419597117,0.000508551439509386,0.00130514910602831,-1.05709063564331,"NO",NA
"RNF181","RNF181",-0.339211126551278,10.7551707228207,-3.70840007972871,0.000510492747223889,0.00130997079212285,-1.06072168389117,"NO",NA
"LIN28B-AS1","LIN28B-AS1",0.340406917099596,5.19876628703377,3.70694374104538,0.000512811591767828,0.00131566428632909,-1.0650406643629,"NO",NA
"PARS2","PARS2",0.331571471845263,7.0852036574608,3.70692286895997,0.000512844898507343,0.00131566428632909,-1.06510255640235,"NO",NA
"SLC2A6","SLC2A6",-0.397542182522335,5.66524399844433,-3.70688839375706,0.000512899917036488,0.00131566428632909,-1.06520478535496,"NO",NA
"LINC01520","LINC01520",0.228769688070685,4.00929140650237,3.70639776025299,0.000513683526492231,0.00131751301939914,-1.06665959621868,"NO",NA
"DBP","DBP",-0.686467736787284,7.4086502333722,-3.70567422135159,0.000514841213499266,0.00132032062918329,-1.06880480801331,"DOWN","DBP"
"CFAP74","CFAP74",0.161997439961391,4.1863419545525,3.70560136158784,0.000514957930189914,0.0013204582891037,-1.06902081565739,"NO",NA
"RERE","RERE",0.204469930357478,3.82878207334208,3.70522212971215,0.000515565845347724,0.00132185529528749,-1.07014508639191,"NO",NA
"LAT","LAT",-0.574910788161145,6.61208998520247,-3.70488461757289,0.000516107461851116,0.00132308199772308,-1.07114561894956,"NO",NA
"RNF103","RNF103",0.207452363068019,3.85135464303118,3.70419482431459,0.000517216092825503,0.00132576180817619,-1.07319030208408,"NO",NA
"NXF2","NXF2",0.18151480921687,4.62117932835781,3.70390995403465,0.000517674600393989,0.00132677472830697,-1.07403464959153,"NO",NA
"SEMA6A","SEMA6A",0.208318343218724,3.99421481497627,3.70339643981363,0.000518502102310405,0.00132873299940006,-1.0755565965985,"NO",NA
"SIK3","SIK3",0.217659753406874,3.28798557853024,3.70319225425108,0.000518831489253019,0.00132941445937406,-1.07616172534637,"NO",NA
"HHIPL1","HHIPL1",0.358278450184818,5.05920663609613,3.70259525575195,0.000519795703458985,0.00133172218693192,-1.07793089246561,"NO",NA
"NDUFB5","NDUFB5",0.271277146028215,10.870384634308,3.70251874290688,0.000519919403761424,0.00133187620772784,-1.07815762150937,"NO",NA
"OSER1-DT","OSER1-DT",-0.480192111780935,4.91565009236334,-3.7021159440178,0.000520571084814585,0.00133338255241026,-1.07935118308675,"NO",NA
"APCDD1L-DT","APCDD1L-DT",0.200982486119876,7.30414113047279,3.7019010102064,0.00052091914277564,0.00133411092844129,-1.07998803780887,"NO",NA
"TRIM15","TRIM15",0.465416021481286,7.23886225832378,3.70180159746658,0.000521080204528032,0.00133436027435803,-1.08028259323201,"NO",NA
"LINC02210","LINC02210",0.202563112166275,6.44747890460997,3.70157391687692,0.000521449257060814,0.00133514210825729,-1.08095718323504,"NO",NA
"FASLG","FASLG",-0.505522357485942,5.29061980099764,-3.70087171337379,0.000522589053590712,0.00133781126329623,-1.08303757612857,"NO",NA
"SOX18","SOX18",-0.77009854459138,5.21695422130987,-3.70085300844429,0.000522619447536786,0.00133781126329623,-1.08309298942693,"DOWN","SOX18"
"MINDY2","MINDY2",-0.580770540807434,6.33413298374648,-3.70009227201709,0.000523857017984333,0.00134079174266119,-1.0853465316651,"NO",NA
"IDO2","IDO2",0.473134990805579,3.74085510804971,3.70005863905846,0.000523911797091794,0.00134079174266119,-1.08544615695907,"NO",NA
"ELAVL1","ELAVL1",-0.184547368017298,10.0542392229065,-3.69980608086414,0.000524323322463066,0.00134168099629048,-1.08619425117461,"NO",NA
"EGR2","EGR2",-1.12440696264302,6.19150677864089,-3.69953377844323,0.000524767366874193,0.00134261780453515,-1.08700079602992,"DOWN","EGR2"
"NOTCH2NLA","NOTCH2NLA",-0.590896676307195,8.28805029329144,-3.6995029785186,0.00052481761510163,0.00134261780453515,-1.08709202155889,"NO",NA
"SMAD6","SMAD6",0.449274368779993,7.54120492264452,3.69911799573641,0.000525446080757793,0.00134406143041073,-1.08823225541331,"NO",NA
"RPS27","RPS27",-0.115190158991299,13.6634748218533,-3.69829125693765,0.000526798131272295,0.00134735536700376,-1.09068064096245,"NO",NA
"ZNF696","ZNF696",-0.245185871278529,5.32700463117525,-3.69785467804901,0.000527513458644057,0.00134887172950666,-1.09197344088253,"NO",NA
"EBAG9","EBAG9",-0.34527678151709,9.87034885646753,-3.69785081156601,0.000527519797971955,0.00134887172950666,-1.09198488993986,"NO",NA
"ZNF280D","ZNF280D",-0.195440218634171,3.67974817597803,-3.69729738934914,0.000528427920338731,0.0013510288840883,-1.09362355910006,"NO",NA
"LRRIQ3","LRRIQ3",0.17126305423729,3.29598917364974,3.69725555093414,0.000528496634799058,0.00135103966428312,-1.09374743581723,"NO",NA
"KRTAP5-9","KRTAP5-9",0.217619050660686,5.64135565976943,3.69710972408265,0.000528736204477034,0.00135142228333276,-1.0941791989795,"NO",NA
"HOXA-AS2","HOXA-AS2",-0.336950812453697,5.93860771131918,-3.69708590855243,0.000528775339389664,0.00135142228333276,-1.09424971090531,"NO",NA
"DNAJB4","DNAJB4",-0.48889448211906,7.95421281216924,-3.69605019857132,0.000530479960924343,0.00135561348560232,-1.09731593905858,"NO",NA
"FUBP3","FUBP3",-0.3133981910237,8.16416675130973,-3.69523690285261,0.000531822214086924,0.00135887776512305,-1.09972335934069,"NO",NA
"VILL","VILL",-0.279676043777642,5.79122842414489,-3.69435234502585,0.000533285773848825,0.00136245116536301,-1.10234137290093,"NO",NA
"DENND4A","DENND4A",-0.424619308679367,7.10784049545676,-3.6939641114303,0.000533929350771717,0.0013639290378799,-1.10349030788514,"NO",NA
"CXCR2","CXCR2",-0.502420783683979,5.17492447760325,-3.69374369999857,0.000534295059291567,0.00136469681831246,-1.10414256035524,"NO",NA
"C1orf210","C1orf210",1.0258896789641,7.01453568883084,3.69341272568833,0.000534844665764732,0.00136593406654156,-1.10512195364942,"UP","C1orf210"
"PIWIL4","PIWIL4",-0.470879672266059,5.41155134586652,-3.69321308150644,0.000535176451215593,0.00136661479015153,-1.10571270051591,"NO",NA
"FLRT3","FLRT3",1.4163042591016,8.9794690870577,3.69313954280145,0.0005352987137253,0.00136676037986395,-1.10593029678306,"UP","FLRT3"
"NAT14","NAT14",-0.437737120831386,6.8607873694696,-3.6928281776907,0.000535816673677878,0.00136791613205735,-1.10685157817233,"NO",NA
"ARHGEF5","ARHGEF5",0.322148093636166,7.57065833300124,3.69239901093458,0.000536531385811792,0.00136957384092123,-1.10812134270891,"NO",NA
"LOC497256","LOC497256",0.234900336256415,3.17450950380111,3.69216948614454,0.000536913999542979,0.00137038351997402,-1.10880039664637,"NO",NA
"BEGAIN","BEGAIN",0.255439938043162,4.87823609229249,3.69202989332441,0.000537146826188219,0.00137081074173546,-1.10921337298867,"NO",NA
"BCL6B","BCL6B",-0.37388245709337,5.85993940116848,-3.69167914732773,0.000537732262092003,0.00137213761652347,-1.11025099243038,"NO",NA
"UBE2K","UBE2K",-0.331066241907495,8.00969483981105,-3.69125931815772,0.000538433810137896,0.00137376041668191,-1.11149290698269,"NO",NA
"HNRNPA3P1","HNRNPA3P1",-0.14511011910487,3.02808868897944,-3.69058058675575,0.000539569848382898,0.00137649124516826,-1.11350051806079,"NO",NA
"LONRF1","LONRF1",0.452421041459737,4.77166131016209,3.6902695821926,0.000540091164883622,0.00137765338904253,-1.11442036303344,"NO",NA
"LELP1","LELP1",0.216984675998062,4.21394621327975,3.68988634331688,0.000540734227107148,0.0013791257585795,-1.11555379053555,"NO",NA
"EEF1AKMT1","EEF1AKMT1",-0.24114208732711,7.58928820083619,-3.68948380683807,0.000541410460387193,0.00138068236105801,-1.11674421711274,"NO",NA
"CAMK2N1","CAMK2N1",0.593926102864833,10.2907548452868,3.68935907931475,0.000541620158408124,0.0013810489906482,-1.11711306021946,"NO",NA
"MIR23AHG","MIR23AHG",-0.773349031807094,7.43251539034506,-3.68920970411836,0.00054187139775961,0.00138152144217022,-1.11755478168465,"DOWN","MIR23AHG"
"GALNTL6","GALNTL6",0.226776554744644,3.99014955341688,3.68874995728679,0.000542645363225385,0.00138332632633347,-1.11891424646717,"NO",NA
"GRIK1-AS2","GRIK1-AS2",0.238631291983513,3.88177424631071,3.6884632500064,0.000543128559856045,0.00138438962561506,-1.11976198601886,"NO",NA
"CCDC177","CCDC177",0.202535329809426,4.06427003162571,3.68771958946112,0.000544383796947326,0.00138742029378947,-1.12196067230568,"NO",NA
"KIF24","KIF24",0.194597087545916,3.16360332610906,3.68759050253429,0.000544601967981211,0.00138780747242122,-1.12234230095326,"NO",NA
"CCHCR1","CCHCR1",-0.33511669018495,7.47501501564347,-3.68674726225153,0.000546029199598213,0.00139127522734263,-1.12483504001027,"NO",NA
"EIF4G3","EIF4G3",-0.194607607868199,3.11016588254255,-3.68665738522668,0.000546181532773936,0.0013914941093427,-1.12510070985416,"NO",NA
"ZNF624","ZNF624",-0.277322890049232,3.63129058407396,-3.68601080305505,0.000547278630522331,0.00139411960033458,-1.12701184814412,"NO",NA
"PRRC1","PRRC1",-0.436856813395758,7.72428920870949,-3.68591822178038,0.00054743589192277,0.00139435063571331,-1.12728547975213,"NO",NA
"SPX","SPX",0.68784799107784,7.09454345338251,3.68539820534611,0.000548320013042115,0.00139643274324537,-1.12882235713105,"UP","SPX"
"EPB41L4A-DT","EPB41L4A-DT",-0.497786227454533,5.47229329353851,-3.68529416815788,0.000548497059122137,0.00139671382171546,-1.12912981768333,"NO",NA
"CDC42BPA","CDC42BPA",0.432412091987974,8.56869928461855,3.68495693980356,0.000549071316776754,0.00139788339326821,-1.13012639220296,"NO",NA
"CCR7","CCR7",-0.690735660731939,4.35462935263432,-3.68494607674218,0.000549089824786881,0.00139788339326821,-1.13015849375393,"DOWN","CCR7"
"MRC1","MRC1",-1.12084638872375,7.54109868747553,-3.684016829341,0.000550675251194233,0.00140174923888268,-1.13290431938418,"DOWN","MRC1"
"FRMD8","FRMD8",-0.29940104543688,5.71682879040915,-3.68268869248817,0.000552948857631153,0.00140736570119074,-1.13682812166245,"NO",NA
"WASHC5","WASHC5",-0.285004962106966,7.8951866327248,-3.68257594756175,0.000553142276770467,0.00140768694830652,-1.13716117356835,"NO",NA
"LINC02537","LINC02537",0.172392112037701,3.67831615956926,3.6823448045285,0.000553539016098624,0.0014085254822908,-1.13784395851395,"NO",NA
"MRPS35","MRPS35",0.281754117808798,9.56564009257601,3.68158763277474,0.000554840554274909,0.00141166586789706,-1.14008043147093,"NO",NA
"C9orf163","C9orf163",0.206037300037566,6.28101205582642,3.68144565464691,0.000555084933480951,0.00141211611630137,-1.14049976526117,"NO",NA
"LOC93622","LOC93622",-0.428216360570612,7.09915265213837,-3.68008202687504,0.000557437330728128,0.00141792832626134,-1.14452677428218,"NO",NA
"C15orf65","C15orf65",0.479490486687328,6.15270636238835,3.67907665579929,0.000559177813937305,0.00142218281551053,-1.14749523866286,"NO",NA
"TCF24","TCF24",0.138302834440106,2.7787423815823,3.67879097556069,0.000559673328619053,0.00142327027007203,-1.14833865366292,"NO",NA
"PTPRF","PTPRF",-0.494614014382289,8.14120526791944,-3.67798619099401,0.000561071497327992,0.00142665266503149,-1.15071441767186,"NO",NA
"CENPO","CENPO",0.237068818928747,5.74087094360279,3.67737217351404,0.000562140492882006,0.0014291973424444,-1.15252682428007,"NO",NA
"CTSK","CTSK",-1.05372964693641,7.0035455015972,-3.67618783543936,0.000564207923658985,0.0014342795360297,-1.15602215892915,"DOWN","CTSK"
"ACR","ACR",0.226022167158612,5.31236306999609,3.67543313073738,0.000565529166787912,0.00143746383408644,-1.15824917537447,"NO",NA
"RTL5","RTL5",0.27411036148094,6.19682476920507,3.67490809257812,0.000566450086428906,0.00143962993938684,-1.15979832438282,"NO",NA
"ATP13A2","ATP13A2",-0.349988661706102,6.521210901582,-3.67477078801838,0.000566691156256869,0.00144006789398431,-1.16020342647222,"NO",NA
"MLLT1","MLLT1",0.180637435657497,3.80653883359713,3.67411465691298,0.000567844503692599,0.00144282372863281,-1.16213914777296,"NO",NA
"ZSCAN12","ZSCAN12",-0.26054406028396,5.63357845561454,-3.67388930519451,0.00056824114564032,0.00144365643150125,-1.16280393507739,"NO",NA
"NSMCE3","NSMCE3",-0.342792918859965,6.39378279680015,-3.67315151684033,0.00056954158628603,0.00144678481784301,-1.16498024357037,"NO",NA
"CCL8","CCL8",-1.15372028410978,6.68086032397672,-3.6724331032152,0.000570810616490239,0.0014498326644381,-1.16709915613604,"DOWN","CCL8"
"PRCC","PRCC",-0.299253198258298,6.866323502381,-3.67219854639475,0.000571225531950738,0.00145071062291126,-1.16779091333714,"NO",NA
"ADGRF4","ADGRF4",-0.356149032595114,3.95303491672196,-3.67089544253138,0.000573535903403879,0.00145640157214221,-1.17163357035887,"NO",NA
"HOMER3","HOMER3",-0.48119308863019,7.6397074583356,-3.67049986154506,0.00057423902844608,0.00145801029440728,-1.17279992169283,"NO",NA
"CHM","CHM",-0.177050783047484,2.9011477026033,-3.67008352367991,0.000574979939729259,0.00145971455550949,-1.17402739446628,"NO",NA
"GLYCTK-AS1","GLYCTK-AS1",0.232331531880218,4.2281155076189,3.66969581467613,0.000575670726821102,0.001461291167562,-1.17517038881817,"NO",NA
"ARCN1","ARCN1",-0.235137503051096,9.67285388933325,-3.66952901445123,0.000575968161895955,0.00146186902789708,-1.17566210633712,"NO",NA
"KCNK9","KCNK9",-0.315568434579411,4.47370479170727,-3.66834735502352,0.000578079494987052,0.0014670500583346,-1.17914519713098,"NO",NA
"ZNF596","ZNF596",-0.31966588370305,4.34671351333159,-3.66787827556034,0.00057891967809837,0.0014690043000759,-1.18052768665523,"NO",NA
"KIF1A","KIF1A",0.255789401252358,4.72468744596815,3.66783127165559,0.000579003932737691,0.0014690401379671,-1.18066621272988,"NO",NA
"TRIP11","TRIP11",0.350614900978063,6.15523129577398,3.66685478989299,0.000580756938391131,0.00147330938458024,-1.18354378566014,"NO",NA
"NUP88","NUP88",-0.351168930550373,7.94232339159954,-3.66620990542061,0.000581917438296941,0.00147607466456842,-1.18544393635109,"NO",NA
"HOXC4","HOXC4",0.340674631609767,6.62568620230767,3.66571138006105,0.000582816080157656,0.00147817513392208,-1.1869127064258,"NO",NA
"CHFR","CHFR",0.195796236012401,4.77149828227401,3.66549890656138,0.000583199488800457,0.00147896848570256,-1.18753866662938,"NO",NA
"FBXW4P1","FBXW4P1",0.362408499533988,5.60993661853536,3.66385456510905,0.000586174885641649,0.0014863340188277,-1.19238228216314,"NO",NA
"IGFBP4","IGFBP4",0.64205844074912,10.8644756853328,3.66343335902503,0.000586939384217416,0.00148809238455607,-1.19362279350298,"UP","IGFBP4"
"LOC101928335","LOC101928335",-0.552294664041323,3.90926911789726,-3.66309185830176,0.000587559916728607,0.00148936663418482,-1.19462850009551,"NO",NA
"CASP10","CASP10",-0.314109024361439,6.34596519004415,-3.66307851117528,0.000587584182217182,0.00148936663418482,-1.19466780576022,"NO",NA
"RAD54L2","RAD54L2",0.251791986379302,5.72245173987173,3.66292279722208,0.000587867345930081,0.0014899040889531,-1.19512635823198,"NO",NA
"LOC105372969","LOC105372969",0.151820130172556,3.06525977942266,3.66225781552074,0.000589078077780762,0.00149279197862008,-1.19708449376327,"NO",NA
"HAR1A","HAR1A",-0.255308090338261,3.75238606547679,-3.66198365793139,0.000589577931366532,0.00149387793980099,-1.19789173020041,"NO",NA
"DUS4L","DUS4L",-0.448647734679134,7.16752777785599,-3.66167427281364,0.000590142500901453,0.00149500895488076,-1.19880264899233,"NO",NA
"NCOA5","NCOA5",-0.322798961971679,6.87564664050477,-3.66166083017747,0.000590167042913497,0.00149500895488076,-1.19884222695983,"NO",NA
"RBM25","RBM25",0.603927594223732,6.2448654151397,3.66151461813655,0.000590434043113051,0.00149550446204221,-1.1992727006794,"UP","RBM25"
"PUM2","PUM2",-0.319215380009602,9.02980269116745,-3.66117022527288,0.000591063401836802,0.00149691755268716,-1.20028661352218,"NO",NA
"TTLL4","TTLL4",0.165381942524526,5.71325098619629,3.66048939029907,0.000592309480918485,0.00149989200880071,-1.20229086750691,"NO",NA
"SIX3-AS1","SIX3-AS1",0.211213379472046,4.44397429600454,3.66040231220314,0.000592469034518662,0.00150011469431432,-1.20254719380506,"NO",NA
"LOC100422781","LOC100422781",0.207590600536096,5.50596270562066,3.66015734724109,0.000592918105775611,0.00150107028785131,-1.20326826256999,"NO",NA
"SPG21","SPG21",0.319908361318124,7.04570262462646,3.65988740772809,0.000593413338079566,0.00150214250063476,-1.20406281268143,"NO",NA
"KATNIP","KATNIP",0.316233052437592,6.73257032660604,3.65883343224203,0.000595350762306638,0.00150686471943416,-1.20716479527782,"NO",NA
"MBTPS1","MBTPS1",-0.325185802101592,8.23612959886335,-3.65867985805509,0.000595633568493424,0.00150739837613045,-1.20761673978739,"NO",NA
"C1orf94","C1orf94",0.400521746805115,6.20528146773236,3.65829909321698,0.000596335300311463,0.00150899197096209,-1.20873722248641,"NO",NA
"SEZ6L","SEZ6L",0.297888331153391,5.48446874692574,3.65802063050728,0.000596848995260318,0.00151010942187678,-1.20955661586087,"NO",NA
"SPRY4-IT1","SPRY4-IT1",0.342309765412366,4.26004972336552,3.65722636855823,0.000598316541782613,0.00151363968607734,-1.21189357899135,"NO",NA
"SPINK4","SPINK4",0.230541352415735,5.3106140101319,3.65561570634776,0.000601303155738769,0.00152101161734815,-1.21663173011626,"NO",NA
"DPM2","DPM2",-0.217374274041202,7.62985587227829,-3.65497493037847,0.000602495297119314,0.00152384315247021,-1.21851638694609,"NO",NA
"OR7C2","OR7C2",0.215330249992321,4.81523043667123,3.65484046222002,0.000602745757606735,0.00152429257329329,-1.21891186148195,"NO",NA
"GATA6-AS1","GATA6-AS1",0.164565005193663,4.71817393019316,3.65248256171201,0.000607153820589948,0.00153525483823004,-1.2258451248091,"NO",NA
"ATF7","ATF7",0.234884543235311,4.50509472982704,3.65211978122958,0.000607834767877163,0.00153679117474025,-1.2269116258187,"NO",NA
"EIF2D","EIF2D",-0.255436183408406,9.2898629515559,-3.65122469103675,0.000609518002090785,0.00154086092080566,-1.22954274347012,"NO",NA
"LOC101930421","LOC101930421",0.199914982779892,5.68952911485042,3.65004952202942,0.000611734707330322,0.00154613708443747,-1.23299657804275,"NO",NA
"CAPZA3","CAPZA3",0.198265544829338,3.24611947115471,3.65003999123273,0.000611752716657172,0.00154613708443747,-1.23302458649026,"NO",NA
"DRG1","DRG1",-0.196624884336534,9.70409282384526,-3.64996318380415,0.000611897869968776,0.00154631737027819,-1.23325030129286,"NO",NA
"PMS2P6","PMS2P6",0.23614428304841,4.58155584081362,3.64992350688124,0.000611972865694547,0.00154632033989188,-1.23336689919339,"NO",NA
"TRIQK","TRIQK",0.169852727853448,4.07178985607459,3.64892923273812,0.000613855078818814,0.00155088919744515,-1.23628851273388,"NO",NA
"SLC29A2","SLC29A2",0.31446943302973,5.09813476444947,3.64858123136221,0.000614515172193311,0.00155230445419713,-1.23731098297077,"NO",NA
"GJA4","GJA4",-0.642523111751759,7.35962780274316,-3.64855578701247,0.000614563462006818,0.00155230445419713,-1.23738573930825,"DOWN","GJA4"
"BCHE","BCHE",1.22056534902717,4.76307579759658,3.64837810659458,0.000614900775846287,0.00155296920082616,-1.23790776169165,"UP","BCHE"
"FAHD2CP","FAHD2CP",0.221505149624088,3.41938958598527,3.64775881635908,0.00061607784113844,0.00155575437472295,-1.23972711030484,"NO",NA
"ADGRB2","ADGRB2",0.365732971609782,4.19216071083268,3.64724433185123,0.000617057345697144,0.00155804004584355,-1.24123842303296,"NO",NA
"RTRAF","RTRAF",-0.229886641554756,10.5766548361463,-3.64704433969132,0.000617438504311455,0.0015588145534304,-1.24182587182311,"NO",NA
"NRF1","NRF1",-0.318512951847671,6.26449363157042,-3.64694319074658,0.00061763136664774,0.00155911354991205,-1.24212297538775,"NO",NA
"TMEM229B","TMEM229B",0.182719241955735,3.76849247679033,3.64645441686233,0.000618564132745728,0.00156128002031868,-1.24355857672827,"NO",NA
"PTK2B","PTK2B",0.310316879731345,6.85156024857437,3.64636926233047,0.000618726777801568,0.00156138597277161,-1.24380867664132,"NO",NA
"POLD3","POLD3",0.361577405799296,7.6327679651395,3.64635438914736,0.000618755189763553,0.00156138597277161,-1.24385235901188,"NO",NA
"RHBDL1","RHBDL1",0.333106044009351,4.75086419009792,3.6461255044806,0.000619192581382089,0.00156230149388227,-1.24452457748135,"NO",NA
"TRMT61A","TRMT61A",-0.20027577218041,6.06440008701918,-3.64607055652466,0.000619297629301926,0.0015623783501129,-1.24468595214349,"NO",NA
"GPD1","GPD1",0.259000867222261,5.35489826845071,3.64603146955323,0.000619372365033159,0.00156237872475308,-1.24480074438437,"NO",NA
"FAM50A","FAM50A",-0.391850552788116,8.52282290286383,-3.64597496329588,0.000619480422345449,0.00156246314351236,-1.24496669302863,"NO",NA
"KCNA6","KCNA6",0.19571478828386,4.27451118558498,3.6457802761466,0.000619852862176735,0.00156321429135758,-1.24553844234871,"NO",NA
"PIGT","PIGT",0.3604521812232,6.00988252124077,3.64559842520634,0.000620200939744399,0.00156390382627012,-1.24607247859799,"NO",NA
"STRIP1","STRIP1",-0.242164569692366,6.91426757789577,-3.64550714952352,0.000620375719388513,0.001564156258309,-1.24634051927864,"NO",NA
"BIVM","BIVM",-0.250394550098778,3.87655850769203,-3.64539546241677,0.000620589648087792,0.00156450732440666,-1.24666849489304,"NO",NA
"LRRC47","LRRC47",-0.269414213854879,9.7559292652423,-3.64503795096958,0.000621274910757375,0.00156604639658661,-1.24771830809981,"NO",NA
"ETFDH","ETFDH",0.66920006398053,7.21445651756032,3.64498732567704,0.000621372005686592,0.001566102683566,-1.24786696166489,"UP","ETFDH"
"EML2-AS1","EML2-AS1",-0.323451480336688,3.98492067770075,-3.64446091676768,0.000622382473635926,0.00156840496815618,-1.24941261038316,"NO",NA
"PLEKHA1","PLEKHA1",-0.668957605045884,9.21265312671233,-3.64441165308393,0.000622477118168475,0.00156840496815618,-1.24955725233692,"DOWN","PLEKHA1"
"FBXL22","FBXL22",0.199623540930274,3.62853615525694,3.6443944912673,0.000622510092387953,0.00156840496815618,-1.24960764047669,"NO",NA
"CATSPERE","CATSPERE",0.228031090193465,3.48793258619731,3.64435453457888,0.000622586870495417,0.00156840976262989,-1.24972495520887,"NO",NA
